,beta,p_perm,p_perm_fdr0.05,type,color
RNF169,0.00046755540191600404,0.0489,False,nosig,grey
STAMBP,0.00046735153043053984,0.0165,False,nosig,grey
TCAIM,0.00046681127268583016,0.0015,False,nosig,grey
METTL25,0.00046650185765987256,0.0081,False,nosig,grey
SLC1A7,0.0004663505629486166,0.1122,False,nosig,grey
HLF,0.00046592124297812563,0.0016,False,nosig,grey
SUSD4,0.0004657645737703994,0.2027,False,nosig,grey
ADRA1D,0.0004657019375574512,0.2621,False,nosig,grey
G2E3,0.0004651376169776325,0.0341,False,nosig,grey
PDE4C,0.0004650454145339083,0.0902,False,nosig,grey
FAM110B,0.0004646955781746955,0.0836,False,nosig,grey
SESN1,0.00046332399806206807,0.0035,False,nosig,grey
EDA,0.0004629419247490863,0.095,False,nosig,grey
NELL1,0.00046278236276746967,0.0514,False,nosig,grey
ZBTB7C,0.0004626970218095295,0.1643,False,nosig,grey
ERC2,0.00046269121906369724,0.0054,False,nosig,grey
ULK4,0.00046221834338473403,0.0988,False,nosig,grey
TCTE1,0.0004620238669236112,0.0501,False,nosig,grey
KLK2,0.000461995870989761,0.0696,False,nosig,grey
ITCH,0.000461960005589081,0.0393,False,nosig,grey
EPS8,0.0004619409756728619,0.0856,False,nosig,grey
KIAA0930,0.00046178853561043223,0.0084,False,nosig,grey
ARHGAP22,0.0004615584733669239,0.0031,False,nosig,grey
PALMD,0.0004615154997192857,0.0495,False,nosig,grey
FAM110C,0.00046128843198975426,0.1685,False,nosig,grey
DIO3,0.00046109253784875904,0.173,False,nosig,grey
PLA2G12B,0.0004606705894882778,0.0928,False,nosig,grey
POLR2D,0.0004606554694903992,0.0505,False,nosig,grey
IQCH-AS1,0.0004604524076336611,0.0966,False,nosig,grey
DPYSL2,0.00046007541264869164,0.0005,False,nosig,grey
C15orf39,0.0004600186824439633,0.0693,False,nosig,grey
COPB2,0.0004595989127167251,0.0003,False,nosig,grey
NAGA,0.000459489618061768,0.0706,False,nosig,grey
CLIC3,0.00045943751831980053,0.2237,False,nosig,grey
SH3BP1,0.00045914236697672326,0.1239,False,nosig,grey
CNTN5,0.0004589934954216926,0.0336,False,nosig,grey
GAS2,0.0004589798104908369,0.2375,False,nosig,grey
TRIB2,0.00045885472388137956,0.0241,False,nosig,grey
SNRPE,0.0004585066433624971,0.0123,False,nosig,grey
KIF26B,0.00045722344789400854,0.0288,False,nosig,grey
HIST1H2BF,0.0004568328465481697,0.0332,False,nosig,grey
PMEPA1,0.00045564297965857467,0.084,False,nosig,grey
CD19,0.0004553573188376603,0.0204,False,nosig,grey
DPY19L2,0.00045520242454217137,0.0943,False,nosig,grey
TMEM218,0.0004551825449998528,0.0386,False,nosig,grey
ADAM20,0.0004549724590841371,0.0279,False,nosig,grey
DNAH12,0.0004549445120214676,0.1663,False,nosig,grey
DLL3,0.00045464851977457417,0.0887,False,nosig,grey
NLRP9,0.00045463013569430435,0.0671,False,nosig,grey
ZCWPW1,0.0004544363575507246,0.0127,False,nosig,grey
PPFIBP2,0.00045423222789955236,0.1149,False,nosig,grey
ZNF471,0.0004539742961689131,0.0383,False,nosig,grey
KIF4B,0.0004539536980809769,0.1216,False,nosig,grey
PYGL,0.00045393349930060667,0.0748,False,nosig,grey
PAX9,0.0004536926972693721,0.1139,False,nosig,grey
LOC389705,0.00045341571212712033,0.0399,False,nosig,grey
GBE1,0.0004528923188003857,0.2473,False,nosig,grey
SCARA3,0.00045260948229081165,0.0014,False,nosig,grey
TCIRG1,0.0004523970690558902,0.0329,False,nosig,grey
C1QTNF6,0.0004521036967713854,0.074,False,nosig,grey
SLC2A13,0.00045209351329867834,0.0106,False,nosig,grey
VGLL4,0.0004517787022120886,0.1658,False,nosig,grey
PML,0.0004515225305929772,0.0426,False,nosig,grey
OR2H2,0.00045053077910167725,0.1242,False,nosig,grey
TRAF7,0.000450263256023376,0.0559,False,nosig,grey
ENOX1,0.00044963003191246265,0.2589,False,nosig,grey
MLC1,0.0004489925915580903,0.0128,False,nosig,grey
STK17A,0.00044877750588308524,0.0193,False,nosig,grey
SCG2,0.00044857564935111866,0.102,False,nosig,grey
NECAP2,0.000448515296019212,0.1109,False,nosig,grey
FARS2,0.0004484862264101152,0.0306,False,nosig,grey
WDR46,0.00044800473157519295,0.0033,False,nosig,grey
PGAP1,0.0004476753474051345,0.0249,False,nosig,grey
POLR2H,0.000447661032724115,0.0072,False,nosig,grey
ZNF775,0.00044753104260176563,0.0148,False,nosig,grey
C5orf49,0.00044726462099956607,0.0926,False,nosig,grey
SLC17A4,0.0004467583999077808,0.0452,False,nosig,grey
FNDC3A,0.00044675417006228435,0.1122,False,nosig,grey
TMEM222,0.0004464092336395205,0.0384,False,nosig,grey
INHBB,0.0004462140824384861,0.1071,False,nosig,grey
ZKSCAN3,0.00044611631126023187,0.1104,False,nosig,grey
LYRM1,0.00044553885635070735,0.0148,False,nosig,grey
CIT,0.0004449719870680618,0.0765,False,nosig,grey
COL25A1,0.0004449656325691999,0.0969,False,nosig,grey
PFDN2,0.0004449483624994803,0.0375,False,nosig,grey
SUSD1,0.000444457125610523,0.2589,False,nosig,grey
LOC148709,0.00044391116832387845,0.0259,False,nosig,grey
GPR150,0.0004439098765446712,0.0067,False,nosig,grey
KCNQ1DN,0.0004438648413370435,0.0342,False,nosig,grey
NUP214,0.000443812218038432,0.0264,False,nosig,grey
PABPC1L2A,0.0004437002710011771,0.0125,False,nosig,grey
C6orf99,0.00044337095336319005,0.1556,False,nosig,grey
TAC3,0.00044316661910447704,0.208,False,nosig,grey
SPINK8,0.0004428518055329619,0.2206,False,nosig,grey
IZUMO1R,0.00044254185088761424,0.0136,False,nosig,grey
ABCC12,0.0004415888329180426,0.3238,False,nosig,grey
PRSS8,0.0004407107360325116,0.0176,False,nosig,grey
SP9,0.00044062771446859157,0.013,False,nosig,grey
SUMO2,0.000440545739306164,0.0029,False,nosig,grey
ADGRL4,0.0004405420234799735,0.2366,False,nosig,grey
GPR6,0.00044040475977353015,0.1537,False,nosig,grey
S1PR2,0.0004403518089639534,0.0794,False,nosig,grey
MARCKS,0.0004402969372625329,0.0002,False,nosig,grey
PI4K2B,0.0004402777491036299,0.1385,False,nosig,grey
ZNF45,0.0004400445532273938,0.0833,False,nosig,grey
CHIC2,0.00043990184637186607,0.0112,False,nosig,grey
DAGLB,0.0004397470231506405,0.0018,False,nosig,grey
FSTL4,0.00043951371252265957,0.0584,False,nosig,grey
PUSL1,0.00043876568947873157,0.0319,False,nosig,grey
TEX26,0.00043870569641441144,0.1501,False,nosig,grey
ZNF404,0.0004386380821273617,0.0327,False,nosig,grey
SVEP1,0.00043819894694405805,0.0079,False,nosig,grey
SCGB3A1,0.00043805602158075474,0.0143,False,nosig,grey
PTPN14,0.00043800372701002836,0.0922,False,nosig,grey
UCN,0.0004379616822424704,0.2115,False,nosig,grey
NUDT10,0.0004375848435714245,0.0441,False,nosig,grey
PIGF,0.0004372884948842605,0.053,False,nosig,grey
MED14OS,0.00043700356928798865,0.191,False,nosig,grey
LGALS14,0.0004368801452535732,0.0348,False,nosig,grey
BIN3-IT1,0.0004365843849311836,0.2806,False,nosig,grey
SNAP29,0.00043649229841887335,0.0455,False,nosig,grey
SCAF8,0.0004362756482201257,0.0351,False,nosig,grey
SLC10A4,0.0004361187368478963,0.0606,False,nosig,grey
GNS,0.00043547980377240064,0.0484,False,nosig,grey
MIA2,0.0004354560286089808,0.0756,False,nosig,grey
PRDM12,0.0004354475263957188,0.1103,False,nosig,grey
S100P,0.00043526008744009746,0.1794,False,nosig,grey
ZNF200,0.0004351343788370346,0.0321,False,nosig,grey
CAMK1G,0.00043496418988795365,0.0208,False,nosig,grey
LOC105378663,0.00043489896989270193,0.267,False,nosig,grey
NNAT,0.0004347705529770724,0.0504,False,nosig,grey
RASAL2,0.0004346690236632024,0.1255,False,nosig,grey
CDYL,0.00043429905922551373,0.1011,False,nosig,grey
VLDLR,0.000434207065916149,0.1279,False,nosig,grey
PRR36,0.00043394299285043407,0.2165,False,nosig,grey
DLG2,0.00043380501143543625,0.0443,False,nosig,grey
ZBTB2,0.0004334706703110326,0.0522,False,nosig,grey
AOC2,0.0004329679085701267,0.0425,False,nosig,grey
KCNAB1,0.00043291021892059167,0.1587,False,nosig,grey
POLR1A,0.00043290299719092384,0.0263,False,nosig,grey
WNT11,0.0004327791613498616,0.2189,False,nosig,grey
HDAC4,0.00043277636081178193,0.0834,False,nosig,grey
ZBBX,0.0004327342956024603,0.1946,False,nosig,grey
HNRNPU,0.0004325845349012564,0.0031,False,nosig,grey
PCDH10,0.00043251440579070014,0.1705,False,nosig,grey
FAM162B,0.00043239441451227564,0.0909,False,nosig,grey
MAN2B2,0.0004323690792086068,0.0631,False,nosig,grey
LINC01590,0.0004322235345446856,0.1515,False,nosig,grey
SURF2,0.000432189717792204,0.1265,False,nosig,grey
LOC105372990,0.00043187175467914417,0.0431,False,nosig,grey
LINC00926,0.00043143589509779334,0.0329,False,nosig,grey
SYT9,0.0004310104236022223,0.0269,False,nosig,grey
PINLYP,0.00043082568620359885,0.0387,False,nosig,grey
LOC102723968,0.0004307436668806198,0.0427,False,nosig,grey
AIFM2,0.0004306291292837506,0.0279,False,nosig,grey
SLC24A1,0.0004305753926860405,0.1398,False,nosig,grey
TMTC1,0.0004303451065270414,0.0469,False,nosig,grey
MAP1S,0.0004299118799396101,0.0003,False,nosig,grey
STAU1,0.00042879338172748584,0.0424,False,nosig,grey
OR6W1P,0.0004287866462213485,0.0123,False,nosig,grey
APH1A,0.0004287701352862281,0.0762,False,nosig,grey
SYNPO2L,0.00042857771967556683,0.0869,False,nosig,grey
FDFT1,0.0004284224273295898,0.0296,False,nosig,grey
FKBP11,0.00042817372375089874,0.0492,False,nosig,grey
ZFHX4,0.0004280520647421663,0.1357,False,nosig,grey
MRM1,0.0004276502067427574,0.0671,False,nosig,grey
SYNGAP1,0.0004273987176497233,0.136,False,nosig,grey
MDGA2,0.0004273826331929245,0.0535,False,nosig,grey
EEF1AKMT3,0.0004273335533207421,0.0342,False,nosig,grey
OGFRL1,0.0004271035888467523,0.15,False,nosig,grey
FILIP1L,0.00042685831673071307,0.2578,False,nosig,grey
RNF165,0.00042649657839054965,0.0106,False,nosig,grey
HIST1H1D,0.00042620225047567377,0.0541,False,nosig,grey
ARHGEF3,0.0004258540123638675,0.1102,False,nosig,grey
GOLGA2P5,0.0004254287281628195,0.0189,False,nosig,grey
ACER3,0.0004254219091120161,0.0403,False,nosig,grey
HTR7,0.00042520122288464395,0.1279,False,nosig,grey
S100A2,0.0004249756511763304,0.0192,False,nosig,grey
HDX,0.0004249558707515951,0.0219,False,nosig,grey
TBCC,0.0004246242032739094,0.0083,False,nosig,grey
DHRS4L1,0.0004242372917470126,0.0673,False,nosig,grey
DIABLO,0.000423909988678237,0.0164,False,nosig,grey
ZNF713,0.00042388512461848105,0.1461,False,nosig,grey
TBL1X,0.000423067836874049,0.1876,False,nosig,grey
P4HA1,0.00042304671105103907,0.1264,False,nosig,grey
FGD4,0.0004225794076572792,0.1854,False,nosig,grey
ANAPC10,0.0004223193375718717,0.0108,False,nosig,grey
LINC01233,0.0004220604384360061,0.2281,False,nosig,grey
CYS1,0.00042180215430353944,0.0361,False,nosig,grey
DDX60L,0.0004215741519697599,0.0876,False,nosig,grey
FAM155A,0.00042138957666947475,0.0567,False,nosig,grey
CMTR2,0.0004210218807746924,0.0725,False,nosig,grey
METTL27,0.0004209297328062312,0.0904,False,nosig,grey
NRXN2,0.0004207937674884449,0.0156,False,nosig,grey
CTAGE9,0.00042043993156097153,0.1218,False,nosig,grey
OXR1,0.0004196841924185312,0.0002,False,nosig,grey
DBX2,0.000419622940363372,0.1914,False,nosig,grey
TRAF4,0.00041954324251966085,0.09,False,nosig,grey
CLPS,0.0004190567992107413,0.1458,False,nosig,grey
CCNB3,0.000418989517119507,0.13,False,nosig,grey
SLC25A13,0.0004186897860933271,0.0428,False,nosig,grey
IRAK2,0.00041779659908693415,0.1636,False,nosig,grey
EDEM1,0.0004176332422929211,0.107,False,nosig,grey
IRF2,0.0004173239163510312,0.0377,False,nosig,grey
EXOC3-AS1,0.00041720764794490916,0.1229,False,nosig,grey
EPAS1,0.00041692573959922085,0.0707,False,nosig,grey
ADH1C,0.0004167817994110639,0.1431,False,nosig,grey
THSD1,0.0004166999196179851,0.0624,False,nosig,grey
ADRA2C,0.0004159356093019686,0.0694,False,nosig,grey
ASS1,0.0004156913184449988,0.062,False,nosig,grey
HPGD,0.0004156154964338099,0.162,False,nosig,grey
TUBB2B,0.000415563744776118,0.0045,False,nosig,grey
SCFD2,0.00041543893750638347,0.1336,False,nosig,grey
CDKL3,0.00041507209122820283,0.1883,False,nosig,grey
CCNJ,0.0004148685320926432,0.0559,False,nosig,grey
TEX29,0.00041459801008982434,0.0866,False,nosig,grey
NLRP3,0.00041458648493634145,0.1695,False,nosig,grey
PTP4A1,0.00041455319682395694,0.0146,False,nosig,grey
TRIP10,0.0004144344194611983,0.1729,False,nosig,grey
C8orf34,0.0004143480779116025,0.2488,False,nosig,grey
SYT17,0.00041398647464502823,0.0262,False,nosig,grey
ADAMTS19,0.0004139648270750236,0.2348,False,nosig,grey
ZNF304,0.00041393925951459037,0.0132,False,nosig,grey
HTR5A,0.00041392222596604264,0.1303,False,nosig,grey
ZNF597,0.0004138871833052629,0.0912,False,nosig,grey
SMIM4,0.000413796946783352,0.1065,False,nosig,grey
NUDT18,0.00041376948409755596,0.0098,False,nosig,grey
TIGD4,0.000413742247736647,0.1153,False,nosig,grey
PTER,0.0004136139280741946,0.2446,False,nosig,grey
MIS12,0.00041356036454517035,0.0426,False,nosig,grey
INTS11,0.0004135511277943676,0.0249,False,nosig,grey
DSCAML1,0.00041304836084341283,0.1426,False,nosig,grey
RP9P,0.00041300403909698717,0.0211,False,nosig,grey
CALY,0.0004127813949393793,0.003,False,nosig,grey
MRPL43,0.00041264801084560344,0.2201,False,nosig,grey
SCAPER,0.00041264077638886886,0.0384,False,nosig,grey
SDK1,0.0004125316170021514,0.0711,False,nosig,grey
SSFA2,0.00041241977354511134,0.0318,False,nosig,grey
ALOX12B,0.0004119480242454688,0.0637,False,nosig,grey
HIVEP1,0.0004117546874010467,0.1862,False,nosig,grey
SLC1A3,0.00041119047405582983,0.0059,False,nosig,grey
LRRC37A3,0.00041068361802828584,0.0005,False,nosig,grey
KCTD8,0.00041027165208316023,0.0042,False,nosig,grey
VAV1,0.0004102073427535571,0.0344,False,nosig,grey
MTO1,0.00040994656071591197,0.0991,False,nosig,grey
GORASP1,0.00040992217303076036,0.0273,False,nosig,grey
NRG3,0.0004097090575316268,0.1432,False,nosig,grey
KCNG1,0.0004095636881569394,0.4348,False,nosig,grey
LRFN1,0.00040955446362489343,0.0753,False,nosig,grey
FKBP14,0.0004088288528820113,0.026,False,nosig,grey
ZNF132,0.000408551133118175,0.1641,False,nosig,grey
PFN1P2,0.00040852665321450575,0.1726,False,nosig,grey
IGF1R,0.0004084806153067865,0.0682,False,nosig,grey
RESP18,0.0004081164852617647,0.0316,False,nosig,grey
AKR1E2,0.0004075101449095339,0.2542,False,nosig,grey
ZNF674-AS1,0.0004073629839701262,0.0,True,pos,#A80510
SYTL3,0.00040736070173235907,0.2284,False,nosig,grey
STX7,0.0004071243533342791,0.0201,False,nosig,grey
MYL5,0.00040700620509237544,0.0004,False,nosig,grey
ZNF778,0.00040698989607406707,0.0986,False,nosig,grey
TPM3,0.00040674174413827315,0.25,False,nosig,grey
SETD3,0.00040614223624889904,0.0351,False,nosig,grey
PRR5,0.00040603369973377215,0.0095,False,nosig,grey
GRIP1,0.00040591100805655863,0.3182,False,nosig,grey
FAM83E,0.0004058052854923792,0.1099,False,nosig,grey
FREM1,0.00040563090017018164,0.0517,False,nosig,grey
SNX29P2,0.0004054442570576809,0.0848,False,nosig,grey
LTBP3,0.0004054245559184951,0.0539,False,nosig,grey
MSX1,0.00040537157705461944,0.1945,False,nosig,grey
MSL3P1,0.0004050615301669336,0.015,False,nosig,grey
TSTD1,0.000404708017142514,0.0598,False,nosig,grey
MAP10,0.00040458805751443814,0.1619,False,nosig,grey
BMP2,0.0004043976221755718,0.0832,False,nosig,grey
ESYT1,0.0004042961488970526,0.0434,False,nosig,grey
BCKDK,0.00040426435084290734,0.0007,False,nosig,grey
SEMA3A,0.00040422266609406037,0.0523,False,nosig,grey
ZNF793,0.0004040608059468147,0.0411,False,nosig,grey
MYO3A,0.0004039704011959472,0.0041,False,nosig,grey
ZSWIM1,0.0004039632410458802,0.0429,False,nosig,grey
ZNF461,0.0004039220239681639,0.1971,False,nosig,grey
RPS6KA4,0.00040350674684876754,0.0129,False,nosig,grey
LAYN,0.00040336921964798995,0.1675,False,nosig,grey
PLXNA2,0.00040336404026404825,0.1628,False,nosig,grey
PPP4R2,0.00040321951863154414,0.0139,False,nosig,grey
GVINP1,0.0004028923184673401,0.2475,False,nosig,grey
ZSCAN5A,0.00040270856059443025,0.2538,False,nosig,grey
HAGLROS,0.0004023844890753853,0.0326,False,nosig,grey
C2CD4A,0.00040209436226795996,0.0511,False,nosig,grey
BACH1,0.0004017309680994033,0.1536,False,nosig,grey
ALOXE3,0.0004016909831315578,0.2566,False,nosig,grey
PAXBP1-AS1,0.0004014107429914271,0.0486,False,nosig,grey
ACVR1,0.00040120471473760027,0.0962,False,nosig,grey
PLEKHG2,0.0004011740611538849,0.0432,False,nosig,grey
ST7L,0.00040100339022750654,0.0506,False,nosig,grey
RFX2,0.0004008460555607275,0.0046,False,nosig,grey
PRSS23,0.00040018660551216387,0.0486,False,nosig,grey
DDAH1,0.0004001754222931207,0.0914,False,nosig,grey
RASL11B,0.000400100212569802,0.0428,False,nosig,grey
LOC441455,0.00039994481343841976,0.0664,False,nosig,grey
BBS4,0.0003997885385835815,0.0578,False,nosig,grey
LYPD2,0.00039930660524275353,0.1141,False,nosig,grey
LARS2,0.000399297316702849,0.0517,False,nosig,grey
TBC1D22B,0.00039925340655241036,0.0895,False,nosig,grey
ADCY8,0.0003991415567703079,0.1298,False,nosig,grey
TIGAR,0.00039908236590591417,0.0061,False,nosig,grey
LIMD2,0.00039797096643272783,0.1786,False,nosig,grey
FKRP,0.0003979027600412636,0.1418,False,nosig,grey
DNAJC8,0.00039751785066660146,0.0087,False,nosig,grey
ANHX,0.0003975004098670184,0.1667,False,nosig,grey
ROBO2,0.00039736208062775307,0.1286,False,nosig,grey
ENDOU,0.00039710458805402893,0.1983,False,nosig,grey
REM2,0.0003969243444761408,0.2228,False,nosig,grey
FANCF,0.00039683268386486514,0.2097,False,nosig,grey
COX6B1,0.00039674324940900324,0.0032,False,nosig,grey
CXCL6,0.0003965802346912848,0.0523,False,nosig,grey
KCNS2,0.00039613727127478217,0.2249,False,nosig,grey
RERG,0.00039612846307362,0.1816,False,nosig,grey
PLB1,0.000396126579085799,0.1241,False,nosig,grey
MIR497HG,0.00039597740048970953,0.0667,False,nosig,grey
TDRKH,0.000395822249589005,0.0228,False,nosig,grey
SSTR1,0.0003957911451482584,0.0983,False,nosig,grey
MKRN1,0.00039577754048682765,0.0099,False,nosig,grey
TRIM11,0.00039554100775184996,0.0001,False,nosig,grey
IDI1,0.00039535289530016524,0.0269,False,nosig,grey
LYSMD2,0.00039535007462548823,0.0326,False,nosig,grey
HERC3,0.0003948894250451723,0.071,False,nosig,grey
BRMS1,0.0003945919906266777,0.0862,False,nosig,grey
ZAN,0.0003941526948116762,0.1009,False,nosig,grey
CHGA,0.00039393753117573216,0.3607,False,nosig,grey
GOLGA3,0.00039379075313614756,0.0386,False,nosig,grey
OR2A2,0.00039376777874541597,0.0634,False,nosig,grey
NT5E,0.000393339404563263,0.0134,False,nosig,grey
PTPRD-AS1,0.000393238941492686,0.0573,False,nosig,grey
HIST1H2BE,0.00039299924608373265,0.0499,False,nosig,grey
INSIG1,0.0003928526475838199,0.1047,False,nosig,grey
METTL13,0.00039279233095507795,0.0308,False,nosig,grey
DMGDH,0.00039270494667815754,0.3126,False,nosig,grey
POLR3E,0.00039209023122203587,0.0539,False,nosig,grey
MORC4,0.00039192729847135953,0.1299,False,nosig,grey
C11orf87,0.00039177791406026736,0.0611,False,nosig,grey
SLC44A5,0.0003915091481385608,0.2448,False,nosig,grey
PDE10A,0.00039130856607184173,0.0275,False,nosig,grey
GFER,0.0003910003745729961,0.1996,False,nosig,grey
PDHA1,0.0003909132139305183,0.0004,False,nosig,grey
ZFR2,0.00039069603658261563,0.1695,False,nosig,grey
STX6,0.00039053620408197065,0.0145,False,nosig,grey
TAS2R60,0.0003903869542180508,0.127,False,nosig,grey
SPATA24,0.0003902972750205427,0.1483,False,nosig,grey
DUSP23,0.0003895686713952038,0.1015,False,nosig,grey
MAP2K7,0.0003889722854121944,0.0325,False,nosig,grey
COQ10B,0.0003888687453895182,0.095,False,nosig,grey
EIF4A3,0.00038880918857472235,0.0289,False,nosig,grey
NDUFAF3,0.0003886850115445962,0.0011,False,nosig,grey
HOMER1,0.0003885408623860344,0.0182,False,nosig,grey
UPP2,0.00038827674548264123,0.0794,False,nosig,grey
BRWD1,0.00038791618466141466,0.0113,False,nosig,grey
WDR5,0.0003877404840881705,0.2085,False,nosig,grey
THTPA,0.00038771033933114623,0.0112,False,nosig,grey
PEX11A,0.0003875811256704777,0.1382,False,nosig,grey
TMEM198,0.00038749630274553055,0.0666,False,nosig,grey
IRF2BPL,0.0003872164756430173,0.1313,False,nosig,grey
PHF21A,0.00038708397959541974,0.0816,False,nosig,grey
LOC100128398,0.0003870353935656586,0.0045,False,nosig,grey
ALPL,0.00038684390892744286,0.1446,False,nosig,grey
LOC103091866,0.0003867343395770167,0.0199,False,nosig,grey
HES4,0.00038669419438046266,0.0058,False,nosig,grey
PNKP,0.0003866067422450404,0.1698,False,nosig,grey
STT3A,0.0003863838766004104,0.0197,False,nosig,grey
LSG1,0.0003862596040847396,0.1656,False,nosig,grey
PLXDC2,0.00038614177116103575,0.083,False,nosig,grey
KNSTRN,0.0003858690226729199,0.0556,False,nosig,grey
COQ6,0.00038586441931317433,0.0499,False,nosig,grey
PAPSS1,0.0003858609199664923,0.066,False,nosig,grey
LOC100506282,0.00038561270458284944,0.0279,False,nosig,grey
BCAR3,0.0003855641218552442,0.1145,False,nosig,grey
GDPD1,0.0003853032051435557,0.0526,False,nosig,grey
LAMB1,0.000385214423418984,0.0284,False,nosig,grey
BRINP3,0.0003850862099886646,0.0273,False,nosig,grey
XPR1,0.00038496338635651963,0.1088,False,nosig,grey
TSEN2,0.0003846995364402066,0.0,True,pos,#A80510
ASXL3,0.0003843695370152303,0.2719,False,nosig,grey
TNNI3,0.0003843131710957887,0.2585,False,nosig,grey
LTBP4,0.0003842355270612046,0.0938,False,nosig,grey
EFNA4,0.0003841985441030787,0.0284,False,nosig,grey
PAQR8,0.00038399806666325356,0.0186,False,nosig,grey
SPPL2A,0.0003837944747197697,0.1426,False,nosig,grey
HIST1H2BN,0.00038377188792111633,0.0235,False,nosig,grey
DLGAP4,0.00038364172403222366,0.0018,False,nosig,grey
PAPOLA,0.0003835601428389837,0.0305,False,nosig,grey
KLF6,0.0003835564000490117,0.0444,False,nosig,grey
RETNLB,0.0003835539997372305,0.0479,False,nosig,grey
